state,city,median_income
PA,Harrisburg city,33289
PA,Hazleton city,31545
PA,Hermitage city,53480
PA,Jeannette city,40180
PA,Johnstown city,24415
PA,Lancaster city,35313
PA,Lebanon city,34072
PA,Lock Haven city,27129
PA,Lower Burrell city,56474
PA,McKeesport city,25697
PA,Meadville city,32468
PA,Monessen city,35447
PA,Monongahela city,45150
PA,Nanticoke city,35481
PA,New Castle city,30422
PA,New Kensington city,38355
PA,Oil City city,34203
PA,Parker city,41250
PA,Philadelphia city,38253
PA,Pittsburgh city,40715
PA,Pittston city,35146
PA,Pottsville city,37581
PA,Reading city,26784
PA,St. Marys city,48298
PA,Scranton city,37218
PA,Shamokin city,31088
PA,Sharon city,30720
PA,Sunbury city,30698
PA,Titusville city,28534
PA,Uniontown city,26047
PA,Warren city,36536
PA,Washington city,35204
PA,Wilkes-Barre city,30945
PA,Williamsport city,35826
PA,York city,29025
RI,Central Falls city,29108
RI,Cranston city,59701
RI,East Providence city,51051
RI,Newport city,57218
RI,Pawtucket city,41789
RI,Providence city,37501
RI,Warwick city,66044
RI,Woonsocket city,36420
SC,Abbeville city,20440
SC,Aiken city,55502
SC,Anderson city,30526
SC,Barnwell city,22672
SC,Beaufort city,42630
SC,Belton city,31778
SC,Bennettsville city,27684
SC,Bishopville city,19824
SC,Camden city,41351
SC,Cayce city,43452
SC,Charleston city,55546
SC,Chesnee city,19516
SC,Chester city,21003
SC,Clemson city,34700
SC,Clinton city,29342
SC,Columbia city,41260
SC,Conway city,34615
SC,Darlington city,26667
SC,Denmark city,19286
SC,Dillon city,31475
SC,Easley city,41336
SC,Florence city,42853
SC,Folly Beach city,90149
SC,Forest Acres city,54909
SC,Fountain Inn city,47816
SC,Gaffney city,30492
SC,Georgetown city,24534
SC,Goose Creek city,61122
SC,Greenville city,41924
SC,Greenwood city,24593
SC,Greer city,44455
SC,Hanahan city,52520
SC,Hardeeville city,41440
SC,Hartsville city,24768
SC,Inman city,32622
SC,Isle of Palms city,95000
SC,Johnsonville city,45741
SC,Lake City city,30992
SC,Lancaster city,29974
SC,Landrum city,35823
SC,Laurens city,29295
SC,Liberty city,26985
SC,Loris city,33393
SC,Manning city,26127
SC,Marion city,29037
SC,Mauldin city,59960
SC,Mullins city,29087
SC,Myrtle Beach city,36514
SC,Newberry city,33680
SC,North Augusta city,50028
SC,North Charleston city,39543
SC,North Myrtle Beach city,47562
SC,Orangeburg city,30552
SC,Pickens city,33250
SC,Rock Hill city,40396
SC,Seneca city,35609
SC,Simpsonville city,56691
SC,Spartanburg city,35126
SC,Sumter city,38808
SC,Tega Cay city,119250
SC,Travelers Rest city,52460
SC,Union city,25862
SC,Walhalla city,26446
SC,Walterboro city,22500
SC,Wellford city,33750
SC,West Columbia city,41230
SC,Westminster city,31500
SC,Woodruff city,35389
SC,York city,38814
SD,Aberdeen city,47290
SD,Alcester city,41350
SD,Alexandria city,62292
SD,Arlington city,47679
SD,Armour city,43548
SD,Ashton city,56250
SD,Avon city,46750
SD,Baltic city,65438
SD,Belle Fourche city,39179
SD,Beresford city,51667
SD,Big Stone City city,51979
SD,Blunt city,52500
SD,Bonesteel city,34107
SD,Bowdle city,61563
SD,Box Elder city,48652
SD,Brandon city,73065
SD,Bridgewater city,44821
SD,Bristol city,38036
SD,Britton city,52270
SD,Brookings city,45175
SD,Bruce city,52500
SD,Bryant city,40893
SD,Burke city,33333
SD,Canistota city,50882
SD,Canton city,46368
SD,Carthage city,30714
SD,Castlewood city,54896
SD,Centerville city,42011
SD,Central City city,31111
SD,Chamberlain city,52845
SD,Clark city,39519
SD,Clear Lake city,48750
SD,Colman city,45667
SD,Colome city,42500
SD,Colton city,54250
SD,Columbia city,41250
SD,Conde city,41000
SD,Corsica city,56625
SD,Crooks city,82054
SD,Custer city,41500
SD,Deadwood city,35417
SD,Dell Rapids city,60532
SD,Delmont city,42361
SD,De Smet city,47917
SD,Doland city,53125
SD,Dupree city,39318
SD,Eagle Butte city,24261
SD,Edgemont city,29236
SD,Egan city,35625
SD,Elk Point city,47434
SD,Elkton city,60455
SD,Emery city,41750
SD,Estelline city,53261
SD,Eureka city,30242
SD,Faith city,44500
SD,Faulkton city,35893
SD,Flandreau city,41750
SD,Fort Pierre city,56738
SD,Frankfort city,37083
SD,Freeman city,43059
SD,Garretson city,58000
SD,Gary city,35313
SD,Geddes city,31250
SD,Gettysburg city,48333
SD,Gregory city,30294
SD,Groton city,66667
SD,Harrisburg city,73933
SD,Hartford city,69773
SD,Hecla city,38125
SD,Herreid city,38000
SD,Highmore city,54844
SD,Hill City city,46607
SD,Hosmer city,30625
SD,Hot Springs city,41680
SD,Howard city,44375
SD,Hurley city,43646
SD,Huron city,41899
SD,Ipswich city,50486
SD,Irene city,37083
SD,Iroquois city,47625
SD,Jefferson city,55192
SD,Kadoka city,37455
SD,Kimball city,42386
SD,Lake Andes city,28167
SD,Lake Norden city,49028
SD,Lake Preston city,39044
SD,Lead city,41912
SD,Lemmon city,32614
SD,Lennox city,45074
SD,Leola city,32500
SD,McIntosh city,41250
SD,McLaughlin city,35667
SD,Madison city,40922
SD,Marion city,40268
SD,Martin city,42188
SD,Mellette city,59107
SD,Menno city,33315
SD,Milbank city,42153
SD,Miller city,41193
SD,Mission city,25875
SD,Mitchell city,47936
SD,Mobridge city,41651
SD,Montrose city,56071
SD,Mount Vernon city,51563
SD,Murdo city,29375
SD,Newell city,31875
SD,New Underwood city,48333
SD,North Sioux City city,56875
SD,Oldham city,35000
SD,Onida city,58750
SD,Parker city,51691
SD,Parkston city,39609
SD,Philip city,31574
SD,Piedmont city,72794
SD,Pierre city,53201
SD,Plankinton city,46845
SD,Platte city,49500
SD,Presho city,47232
SD,Rapid City city,46966
SD,Redfield city,37757
SD,Roscoe city,33750
SD,Salem city,49750
SD,Scotland city,40156
SD,Selby city,46696
SD,Sioux Falls city,52494
SD,Sisseton city,34929
SD,Spearfish city,43046
SD,Spencer city,37500
SD,Springfield city,32500
SD,Sturgis city,35818
SD,Summerset city,72833
SD,Tea city,76078
SD,Timber Lake city,42292
SD,Tripp city,30556
SD,Tyndall city,39583
SD,Valley Springs city,54286
SD,Veblen city,37500
SD,Vermillion city,29254
SD,Viborg city,31181
SD,Volga city,55875
SD,Wagner city,34958
SD,Watertown city,46766
SD,Waubay city,40781
SD,Webster city,29861
SD,Wessington city,35096
SD,Wessington Springs city,42458
SD,White city,46719
SD,White Lake city,38750
SD,White River city,33750
SD,Whitewood city,41786
SD,Willow Lake city,31250
SD,Wilmot city,45833
SD,Winner city,34331
SD,Woonsocket city,40750
SD,Worthing city,66083
SD,Yankton city,40180
TN,Adams city,56667
TN,Alcoa city,36215
TN,Algood city,49375
TN,Allardt city,39145
TN,Ardmore city,37350
TN,Athens city,30167
TN,Baneberry city,64375
TN,Bartlett city,81158
TN,Bean Station city,31007
TN,Belle Meade city,201289
TN,Bells city,37422
TN,Berry Hill city,51591
TN,Blaine city,43000
TN,Bluff City city,39896
TN,Bolivar city,31272
TN,Brentwood city,141833
TN,Bristol city,38551
TN,Brownsville city,27879
TN,Camden city,28073
TN,Cedar Hill city,37206
TN,Celina city,19913
TN,Charleston city,39375
TN,Chattanooga city,40177
TN,Church Hill city,43902
TN,Clarksville city,46947
TN,Cleveland city,36669
TN,Clifton city,25469
TN,Clinton city,40729
TN,Coalmont city,25862
TN,Collegedale city,51587
TN,Collinwood city,29107
TN,Columbia city,36426
TN,Cookeville city,28275
TN,Copperhill city,19274
TN,Covington city,28571
TN,Cowan city,30417
TN,Crab Orchard city,36696
TN,Cross Plains city,64554
TN,Crossville city,26364
TN,Crump city,29063
TN,Dayton city,27594
TN,Decherd city,32629
TN,Dickson city,37045
TN,Dover city,37000
TN,Ducktown city,22813
TN,Dunlap city,35119
TN,Dyer city,31130
TN,Dyersburg city,34948
TN,Eagleville city,56500
TN,East Ridge city,38909
TN,Elizabethton city,30217
TN,Elkton city,46528
TN,Erin city,28182
TN,Etowah city,27162
TN,Fairview city,59406
TN,Fayetteville city,29224
TN,Finger city,34167
TN,Forest Hills city,199464
TN,Franklin city,85671
TN,Friendship city,25385
TN,Friendsville city,45556
TN,Gallatin city,47957
TN,Gallaway city,16741
TN,Gatlinburg city,36175
TN,Germantown city,109464
TN,Gilt Edge city,37500
TN,Goodlettsville city,53763
TN,Grand Junction city,34427
TN,Greenback city,43750
TN,Greenfield city,33854
TN,Gruetli-Laager city,31581
TN,Harriman city,21862
TN,Harrogate city,56979
TN,Henderson city,33850
TN,Hendersonville city,61786
TN,Hohenwald city,36050
TN,Humboldt city,31684
TN,Jackson city,38153
TN,Jamestown city,15721
TN,Jefferson City city,33672
TN,Jellico city,23775
TN,Johnson City city,39566
TN,Kingsport city,37465
TN,Kingston city,45377
TN,Knoxville city,34226
TN,Lafayette city,29181
TN,La Follette city,25330
TN,Lake City city,22663
TN,Lakeland city,96964
TN,Lakesite city,70809
TN,La Vergne city,54659
TN,Lawrenceburg city,29443
TN,Lebanon city,41515
TN,Lenoir City city,35163
TN,Lewisburg city,34201
TN,Lexington city,42337
TN,Lobelville city,31136
TN,Loretto city,40793
TN,Louisville city,55043
TN,McEwen city,41550
TN,McKenzie city,30260
TN,McMinnville city,28971
TN,Madisonville city,25000
TN,Manchester city,42574
TN,Martin city,31126
TN,Maryville city,54219
TN,Maynardville city,25179
TN,Medina city,64818
TN,Medon city,41000
TN,Memphis city,36445
TN,Middleton city,38365
TN,Milan city,33890
TN,Millersville city,58803
TN,Millington city,48822
TN,Minor Hill city,34479
TN,Mitchellville city,36250
TN,Morristown city,30846
TN,Moscow city,33611
TN,Mount Juliet city,75973
TN,Mount Pleasant city,34963
TN,Munford city,63542
TN,Murfreesboro city,51094
TN,New Hope city,44453
TN,New Johnsonville city,49871
TN,Newport city,21288
TN,Niota city,29844
TN,Norris city,55938
TN,Oak Hill city,136708
TN,Oak Ridge city,49100
TN,Orlinda city,52991
TN,Paris city,30462
TN,Parker's Crossroads city,32500
TN,Parsons city,28000
TN,Philadelphia city,32788
TN,Pigeon Forge city,32125
TN,Pikeville city,23849
TN,Piperton city,91806
TN,Plainview city,39659
TN,Pleasant View city,67157
TN,Portland city,50172
TN,Pulaski city,30574
TN,Puryear city,38125
TN,Ramer city,27917
TN,Red Bank city,36841
TN,Red Boiling Springs city,20694
TN,Ridgeside city,102500
TN,Ridgetop city,63486
TN,Ripley city,22808
TN,Rockford city,61295
TN,Rockwood city,27539
TN,St. Joseph city,39808
TN,Savannah city,26502
TN,Sevierville city,34833
TN,Shelbyville city,30744
TN,Smithville city,31424
TN,Soddy-Daisy city,42861
TN,South Fulton city,31942
TN,South Pittsburg city,32725
TN,Sparta city,27320
TN,Springfield city,41234
TN,Spring Hill city,78588
TN,Sunbright city,38000
TN,Sweetwater city,34276
TN,Three Way city,71765
TN,Townsend city,42000
TN,Trenton city,25729
TN,Tullahoma city,35798
TN,Tusculum city,48092
TN,Union City city,35698
TN,Wartburg city,25417
TN,Watauga city,43125
TN,Watertown city,35987
TN,Waverly city,42674
TN,Waynesboro city,24000
TN,White House city,67763
TN,Whitwell city,24583
TN,Williston city,47708
TN,Winchester city,39500
TN,Woodland Mills city,49688
TN,Yorkville city,54063
TX,Abbott city,65000
TX,Abernathy city,45000
TX,Abilene city,43189
TX,Ackerly city,26500
TX,Adrian city,42500
TX,Agua Dulce city,43958
TX,Alamo city,36079
TX,Alamo Heights city,121086
TX,Albany city,50735
TX,Aledo city,89934
TX,Alice city,40835
TX,Allen city,103051
TX,Alpine city,35941
TX,Alton city,27726
TX,Alvarado city,41466
TX,Alvin city,46261
TX,Amarillo city,47735
TX,Ames city,33000
TX,Amherst city,44904
TX,Anahuac city,44940
TX,Anderson city,44219
TX,Andrews city,71182
TX,Angleton city,52890
TX,Angus city,34792
TX,Anna city,69663
TX,Anson city,43917
TX,Anton city,41875
TX,Appleby city,58750
TX,Aquilla city,65625
TX,Aransas Pass city,44353
TX,Archer City city,38580
TX,Arcola city,42279
TX,Argyle city,107333
TX,Arlington city,53326
TX,Arp city,53594
TX,Asherton city,29868
TX,Athens city,37358
TX,Atlanta city,35657
TX,Aubrey city,60000
TX,Aurora city,57000
TX,Austin city,57689
TX,Austwell city,41528
TX,Azle city,55830
TX,Bailey city,46250
TX,Baird city,40991
TX,Balch Springs city,40230
TX,Balcones Heights city,30208
TX,Ballinger city,34817
TX,Balmorhea city,38750
TX,Bandera city,41992
TX,Bangs city,37361
TX,Bardwell city,32167
TX,Barry city,36250
TX,Barstow city,27708
TX,Bartlett city,36065
TX,Bastrop city,48071
TX,Bay City city,39111
TX,Bayou Vista city,76071
TX,Baytown city,48103
TX,Beach City city,68950
TX,Beasley city,46307
TX,Beaumont city,40992
TX,Beckville city,37917
TX,Bedford city,61961
TX,Bedias city,35750
TX,Bee Cave city,121708
TX,Beeville city,38750
TX,Bellaire city,175369
TX,Bellevue city,35833
TX,Bellmead city,34358
TX,Bellville city,50577
TX,Belton city,51033
TX,Benavides city,32038
TX,Benbrook city,64786
TX,Benjamin city,35000
TX,Bertram city,49079
TX,Beverly Hills city,34034
TX,Bevil Oaks city,76250
TX,Big Lake city,53375
TX,Big Spring city,45650
TX,Big Wells city,24583
TX,Bishop city,48343
TX,Blackwell city,48571
TX,Blanco city,41272
TX,Blossom city,42390
TX,Blue Mound city,47174
TX,Blue Ridge city,45368
TX,Boerne city,57047
TX,Bogata city,32875
TX,Bonham city,36587
TX,Borger city,44918
TX,Bovina city,34792
TX,Bowie city,39555
TX,Brackettville city,37708
TX,Brady city,35987
TX,Brazoria city,45076
TX,Brazos Bend city,104286
TX,Brazos Country city,101875
TX,Breckenridge city,37571
TX,Bremond city,25417
TX,Brenham city,42975
TX,Briaroaks city,77000
TX,Bridge City city,62763
TX,Bridgeport city,42415
TX,Brookshire city,31523
TX,Brookside Village city,73750
TX,Browndell city,24219
TX,Brownfield city,36051
TX,Brownsboro city,45761
TX,Brownsville city,32894
TX,Brownwood city,36644
TX,Bruceville-Eddy city,48393
TX,Bryan city,40312
TX,Bryson city,28750
TX,Buda city,68945
TX,Buffalo city,44792
TX,Bulverde city,101620
TX,Bunker Hill Village city,236250
TX,Burkburnett city,51828
TX,Burke city,43661
TX,Burleson city,69686
TX,Burnet city,43149
TX,Burton city,60625
TX,Byers city,38750
TX,Cactus city,40825
TX,Caddo Mills city,53601
TX,Caldwell city,45556
TX,Callisburg city,49792
TX,Calvert city,19677
TX,Cameron city,34058
TX,Campbell city,46750
TX,Camp Wood city,28403
TX,Canadian city,55761
TX,Canton city,38553
TX,Canyon city,43027
TX,Carmine city,45000
TX,Carrizo Springs city,38125
TX,Carrollton city,69368
TX,Carthage city,47163
TX,Cashion Community city,48125
TX,Castle Hills city,83333
TX,Castroville city,55500
TX,Cedar Hill city,67669
TX,Cedar Park city,82311
TX,Celeste city,39706
TX,Celina city,91506
TX,Center city,26696
TX,Centerville city,39063
TX,Chandler city,59583
TX,Channing city,31000
TX,Charlotte city,31985
TX,Chico city,47833
TX,Childress city,33934
TX,Chillicothe city,46719
TX,China city,39861
TX,Chireno city,38750
TX,Cibolo city,90665
TX,Cisco city,31009
TX,Clarendon city,34063
TX,Clarksville city,19564
TX,Clarksville City city,51364
TX,Claude city,60069
TX,Clear Lake Shores city,97500
TX,Cleburne city,48059
TX,Cleveland city,29868
TX,Clifton city,38576
TX,Clute city,45307
TX,Clyde city,44005
TX,Cockrell Hill city,37865
TX,Coldspring city,36750
TX,Coleman city,30000
TX,College Station city,34186
TX,Colleyville city,152310
TX,Colmesneil city,41813
TX,Colorado City city,48205
TX,Columbus city,39505
TX,Comanche city,32075
TX,Combine city,68224
TX,Commerce city,21836
TX,Conroe city,47680
TX,Converse city,62481
TX,Cool city,41250
TX,Cooper city,26643
TX,Coppell city,111817
TX,Copperas Cove city,51972
TX,Corinth city,90505
TX,Corpus Christi city,50658
TX,Corsicana city,38734
TX,Cottonwood city,56250
TX,Cottonwood Shores city,45391
TX,Cotulla city,34167
TX,Coupland city,67857
TX,Cove city,64844
TX,Covington city,41250
TX,Coyote Flats city,49583
TX,Crandall city,64615
TX,Crane city,58803
TX,Cranfills Gap city,29375
TX,Creedmoor city,41250
TX,Cresson city,63750
TX,Crockett city,23106
TX,Crosbyton city,33462
TX,Crowell city,26583
TX,Crowley city,63038
TX,Crystal City city,28722
TX,Cuero city,37000
TX,Cumby city,50417
TX,Cushing city,41250
TX,Cut and Shoot city,61579
TX,Daingerfield city,37564
TX,Daisetta city,47639
TX,Dalhart city,46214
TX,Dallas city,43781
TX,Dalworthington Gardens city,118125
TX,Danbury city,65769
TX,Dayton city,50277
TX,Dayton Lakes city,41354
TX,Dean city,57083
TX,Decatur city,46161
TX,DeCordova city,68380
TX,Deer Park city,77556
TX,De Kalb city,35926
TX,De Leon city,36071
TX,Dell City city,24135
TX,Del Rio city,41001
TX,Denison city,37403
TX,Denton city,49100
TX,Deport city,42721
TX,DeSoto city,59260
TX,Devers city,46607
TX,Devine city,59891
TX,Diboll city,39699
TX,Dickens city,43750
TX,Dickinson city,68324
TX,Dilley city,37014
TX,Dimmitt city,36038
TX,Donna city,28680
TX,Dripping Springs city,59618
TX,Driscoll city,35625
TX,Dublin city,40435
TX,Dumas city,49798
TX,Duncanville city,53750
TX,Eagle Lake city,40227
TX,Eagle Pass city,36907
TX,Early city,48984
TX,Earth city,36429
TX,East Bernard city,52287
TX,Eastland city,33750
TX,East Mountain city,50787
TX,Easton city,38472
TX,East Tawakoni city,40104
TX,Ector city,34423
TX,Edcouch city,26033
TX,Eden city,40817
TX,Edinburg city,43346
TX,Edna city,50647
TX,Edom city,57188
TX,El Campo city,45413
TX,El Cenizo city,20929
TX,Eldorado city,48125
TX,Electra city,36518
TX,Elgin city,50369
TX,El Lago city,105972
TX,Elmendorf city,47174
TX,El Paso city,42772
TX,Elsa city,22464
TX,Emory city,25625
TX,Encinal city,25000
TX,Ennis city,41305
TX,Escobares city,18636
TX,Euless city,54974
TX,Eureka city,54643
TX,Eustace city,40903
TX,Everman city,36977
TX,Fairfield city,46964
TX,Fair Oaks Ranch city,125875
TX,Falfurrias city,19229
TX,Falls City city,56458
TX,Farmers Branch city,60973
TX,Farmersville city,48258
TX,Farwell city,44145
TX,Fate city,91788
TX,Fayetteville city,32143
TX,Ferris city,46548
TX,Florence city,41875
TX,Floresville city,51446
TX,Floydada city,35885
TX,Follett city,63750
TX,Forest Hill city,43750
TX,Forney city,74718
TX,Forsan city,44250
TX,Fort Stockton city,49868
TX,Fort Worth city,53214
TX,Franklin city,34167
TX,Fredericksburg city,48991
TX,Freeport city,32060
TX,Freer city,47250
TX,Friendswood city,91458
TX,Friona city,48409
TX,Frisco city,114098
TX,Fritch city,57880
TX,Frost city,34821
TX,Fruitvale city,32292
TX,Fulshear city,175990
TX,Gainesville city,39047
TX,Galena Park city,43302
TX,Gallatin city,60156
TX,Galveston city,39098
TX,Ganado city,44659
TX,Garden Ridge city,123611
TX,Garland city,51970
TX,Garrison city,32266
TX,Gatesville city,40093
TX,Georgetown city,63041
TX,George West city,49432
TX,Gholson city,56818
TX,Giddings city,43810
TX,Gilmer city,46122
TX,Gladewater city,37819
TX,Glenn Heights city,62404
TX,Glen Rose city,39063
TX,Godley city,41699
TX,Goldsmith city,50750
TX,Goldthwaite city,42121
TX,Goliad city,46548
TX,Golinda city,44732
TX,Gonzales city,34271
TX,Goodlow city,26912
TX,Goodrich city,44444
TX,Gordon city,35069
TX,Goree city,35938
TX,Gorman city,20735
TX,Graford city,49167
TX,Graham city,39911
TX,Granbury city,45606
TX,Grand Prairie city,56475
TX,Grand Saline city,31853
TX,Grandview city,40750
TX,Granger city,43542
TX,Granite Shoals city,35070
TX,Granjeno city,60938
TX,Grapeland city,26677
TX,Grapevine city,79083
TX,Greenville city,36639
TX,Gregory city,47543
TX,Grey Forest city,72000
TX,Groesbeck city,38375
TX,Groves city,49500
TX,Groveton city,30684
TX,Gruver city,45357
TX,Gun Barrel City city,36939
TX,Gunter city,61250
TX,Hale Center city,35750
TX,Hallettsville city,35687
TX,Hallsburg city,70000
TX,Hallsville city,75213
TX,Haltom City city,45745
TX,Hamilton city,31172
TX,Hamlin city,38170
TX,Hardin city,44474
TX,Harker Heights city,64494
TX,Harlingen city,34466
TX,Hart city,43750
TX,Haskell city,36897
TX,Haslet city,104000
TX,Hawk Cove city,30938
TX,Hawkins city,48333
TX,Hawley city,51316
TX,Hays city,90357
TX,Hearne city,37218
TX,Heath city,148661
TX,Hedwig Village city,84179
TX,Helotes city,114730
TX,Hemphill city,27344
TX,Hempstead city,33188
TX,Henderson city,42232
TX,Henrietta city,46548
TX,Hereford city,41250
TX,Hewitt city,70348
TX,Hico city,34231
TX,Hidalgo city,40302
TX,Hideaway city,69110
TX,Higgins city,54444
TX,Highland Haven city,58750
TX,Highland Village city,135404
TX,Hill Country Village city,218750
TX,Hillsboro city,28422
TX,Hilshire Village city,148750
TX,Hitchcock city,49872
TX,Holliday city,61944
TX,Hondo city,37341
TX,Honey Grove city,30200
TX,Hooks city,32650
TX,Horizon City city,56911
TX,Horseshoe Bay city,83784
TX,Houston city,46187
TX,Howardwick city,33750
TX,Hubbard city,31202
TX,Hudson city,34570
TX,Hudson Oaks city,103125
TX,Hughes Springs city,25234
TX,Humble city,38682
TX,Huntington city,39559
TX,Huntsville city,30799
TX,Hurst city,53788
TX,Hutchins city,36403
TX,Hutto city,71836
TX,Huxley city,41563
TX,Idalou city,60938
TX,Industry city,47750
TX,Ingleside city,60977
TX,Ingleside on the Bay city,61250
TX,Ingram city,48796
TX,Iola city,54531
TX,Iowa Park city,45208
TX,Iraan city,60875
TX,Iredell city,40556
TX,Irving city,52154
TX,Itasca city,37750
TX,Ivanhoe city,30066
TX,Jacinto City city,26735
TX,Jacksboro city,50139
TX,Jacksonville city,29453
TX,Jamaica Beach city,58889
TX,Jarrell city,55469
TX,Jasper city,28431
TX,Jayton city,43672
TX,Jefferson city,36683
TX,Jersey Village city,65280
TX,Jewett city,50750
TX,Joaquin city,35089
TX,Johnson City city,38090
TX,Jolly city,52500
TX,Jonestown city,58355
TX,Josephine city,70972
TX,Joshua city,51653
TX,Jourdanton city,54375
TX,Junction city,27319
TX,Justin city,75898
TX,Karnes City city,31713
TX,Katy city,70526
TX,Kaufman city,40595
TX,Keene city,39113
TX,Keller city,118453
TX,Kemah city,70500
TX,Kemp city,32917
TX,Kempner city,38359
TX,Kendleton city,15208
TX,Kenedy city,39970
TX,Kennard city,23824
TX,Kennedale city,73750
TX,Kerens city,30799
TX,Kermit city,54745
TX,Kerrville city,39206
TX,Kilgore city,58643
TX,Killeen city,47763
TX,Kingsville city,36306
TX,Kirby city,48303
TX,Kirbyville city,22639
TX,Knollwood city,44345
TX,Kountze city,42434
TX,Kress city,45781
TX,Krugerville city,100139
TX,Krum city,77692
TX,Kyle city,72746
TX,LaCoste city,47727
TX,Lacy-Lakeview city,33653
TX,La Feria city,30825
TX,Lago Vista city,75126
TX,La Grange city,41757
TX,La Grulla city,23322
TX,La Joya city,31932
TX,Lake Bridgeport city,43750
TX,Lake Dallas city,68933
TX,Lake Jackson city,73399
TX,Lakeport city,48125
TX,Lakeway city,113672
TX,Lakewood Village city,94375
TX,Lake Worth city,46827
TX,La Marque city,43692
TX,Lamesa city,40757
TX,Lampasas city,38989
TX,Lancaster city,49240
TX,La Porte city,68341
TX,Laredo city,39711
TX,Latexo city,31364
TX,La Vernia city,65357
TX,La Villa city,25909
TX,Lavon city,73654
TX,La Ward city,43438
TX,League City city,93675
TX,Leakey city,30917
TX,Leander city,80178
TX,Leary city,52917
TX,Leona city,77500
TX,Leonard city,37155
TX,Leon Valley city,61450
TX,Leroy city,65375
TX,Levelland city,48802
TX,Lewisville city,57267
TX,Liberty city,48055
TX,Liberty Hill city,50074
TX,Lindale city,58946
TX,Linden city,25690
TX,Lindsay city,83750
TX,Lipan city,46406
TX,Little Elm city,82563
TX,Littlefield city,35642
TX,Little River-Academy city,47350
TX,Live Oak city,61043
TX,Liverpool city,38295
TX,Llano city,35950
TX,Lockhart city,48884
TX,Log Cabin city,32000
TX,Lometa city,25688
TX,Lone Oak city,50179
TX,Lone Star city,29028
TX,Longview city,44544
TX,Lorena city,53125
TX,Lorenzo city,36667
TX,Los Fresnos city,51514
TX,Lott city,41528
TX,Lovelady city,38333
TX,Lowry Crossing city,92115
TX,Lubbock city,44648
TX,Lucas city,119194
TX,Lufkin city,39890
TX,Luling city,39157
TX,Lumberton city,61963
TX,Lyford city,25060
TX,Lytle city,46942
TX,McAllen city,44254
TX,McCamey city,37000
TX,McGregor city,39898
TX,McKinney city,81459
TX,McLendon-Chisholm city,110625
TX,Madisonville city,31745
TX,Magnolia city,43594
TX,Malakoff city,26842
TX,Manor city,67542
TX,Mansfield city,90089
TX,Manvel city,82235
TX,Marble Falls city,41120
TX,Marfa city,44583
TX,Marion city,42875
TX,Marlin city,26370
TX,Marquez city,43750
TX,Marshall city,35702
TX,Mart city,33726
TX,Martindale city,43929
TX,Mason city,28685
TX,Mathis city,32538
TX,Maud city,38077
TX,Maypearl city,60789
TX,Meadowlakes city,76402
TX,Meadows Place city,88646
TX,Melissa city,116944
TX,Memphis city,30371
TX,Menard city,32438
TX,Mercedes city,29945
TX,Meridian city,35188
TX,Mertzon city,52303
TX,Mesquite city,49604
TX,Mexia city,30857
TX,Miami city,55000
TX,Midland city,69173
TX,Midlothian city,74881
TX,Midway city,53750
TX,Milano city,28194
TX,Miles city,48333
TX,Mineola city,41724
TX,Mineral Wells city,33125
TX,Mingus city,31071
TX,Mission city,41818
TX,Missouri City city,87955
TX,Mobeetie city,43889
TX,Mobile City city,26875
TX,Monahans city,50389
TX,Mont Belvieu city,105125
TX,Montgomery city,48125
TX,Moody city,38182
TX,Moore Station city,24375
TX,Moran city,38056
TX,Morgan city,35833
TX,Morgan's Point city,76250
TX,Morgan's Point Resort city,66299
TX,Morton city,29563
TX,Mountain City city,113125
TX,Mount Calm city,44000
TX,Mount Enterprise city,36731
TX,Mount Pleasant city,38903
TX,Muenster city,59667
TX,Muleshoe city,35619
TX,Munday city,33850
TX,Murchison city,38750
TX,Murphy city,115387
TX,Mustang Ridge city,51917
TX,Nacogdoches city,32357
TX,Naples city,27609
TX,Nash city,40588
TX,Nassau Bay city,67905
TX,Natalia city,31650
TX,Navasota city,45650
TX,Nazareth city,56875
TX,Nederland city,57260
TX,Needville city,55385
TX,Nevada city,79028
TX,Newark city,52292
TX,New Berlin city,66250
TX,New Boston city,29221
TX,New Braunfels city,59721
TX,Newcastle city,29545
TX,New Chapel Hill city,49375
TX,New Fairview city,53229
TX,New Home city,48750
TX,New London city,36726
TX,New Summerfield city,41442
TX,Newton city,34286
TX,New Waverly city,24375
TX,Niederwald city,60417
TX,Nixon city,35833
TX,Nocona city,34028
TX,Nolanville city,42366
TX,Nome city,63125
TX,Noonday city,63750
TX,Nordheim city,40417
TX,North Cleveland city,30625
TX,North Richland Hills city,63766
TX,Novice city,19821
TX,Oak Leaf city,95268
TX,Oak Point city,88723
TX,Oak Ridge North city,88500
TX,Odem city,43103
TX,Odessa city,59337
TX,O'Donnell city,29185
TX,Oglesby city,49531
TX,Old River-Winfree city,60625
TX,Olmos Park city,118917
TX,Olney city,36186
TX,Olton city,31522
TX,Omaha city,35238
TX,Onalaska city,33250
TX,Orange city,40126
TX,Orange Grove city,57083
TX,Orchard city,36719
TX,Ore City city,38250
TX,Overton city,43295
TX,Ovilla city,90000
TX,Oyster Creek city,39063
TX,Palacios city,37873
TX,Palestine city,36348
TX,Palmhurst city,78068
TX,Palm Valley city,73571
TX,Palmview city,34358
TX,Pampa city,42205
TX,Panorama Village city,61250
TX,Paradise city,48611
TX,Paris city,32025
TX,Parker city,136094
TX,Pasadena city,48004
